STATE/UT,Year,CAUSE,Male,Female,Total
HIMACHAL PRADESH,2006,Truck/Lorry (Government),6,0,6
HIMACHAL PRADESH,2006,Truck/Lorry (Private),86,9,95
HIMACHAL PRADESH,2006,Bus (Government),50,12,62
HIMACHAL PRADESH,2006,Bus (Private),62,25,87
HIMACHAL PRADESH,2006,Tempo/Vans (Government),2,0,2
HIMACHAL PRADESH,2006,Tempo/Vans (Private),72,4,76
HIMACHAL PRADESH,2006,Jeep (Government),18,6,24
HIMACHAL PRADESH,2006,Jeep (Private),94,18,112
HIMACHAL PRADESH,2006,Car (Government),0,0,0
HIMACHAL PRADESH,2006,Car (Private),125,42,167
HIMACHAL PRADESH,2006,Three Wheeler,17,2,19
HIMACHAL PRADESH,2006,Two Wheeler,81,9,90
HIMACHAL PRADESH,2006,Bicycle,3,0,3
HIMACHAL PRADESH,2006,Pedestrian,13,1,14
HIMACHAL PRADESH,2006,Others (Please Specify),116,17,133
HIMACHAL PRADESH,2006,Total Deaths (Persons),745,145,890
HIMACHAL PRADESH,2006,Total Truck/Lorry,92,9,101
HIMACHAL PRADESH,2006,Total Bus,112,37,149
HIMACHAL PRADESH,2006,Total Tempo/Vans,74,4,78
HIMACHAL PRADESH,2006,Total Jeep,112,24,136
HIMACHAL PRADESH,2006,Total Car,125,42,167
HIMACHAL PRADESH,2007,Truck/Lorry (Government),21,4,25
HIMACHAL PRADESH,2007,Truck/Lorry (Private),133,4,137
HIMACHAL PRADESH,2007,Bus (Government),32,6,38
HIMACHAL PRADESH,2007,Bus (Private),101,31,132
HIMACHAL PRADESH,2007,Tempo/Vans (Government),0,0,0
HIMACHAL PRADESH,2007,Tempo/Vans (Private),38,4,42
HIMACHAL PRADESH,2007,Jeep (Government),14,3,17
HIMACHAL PRADESH,2007,Jeep (Private),139,18,157
HIMACHAL PRADESH,2007,Car (Government),4,0,4
HIMACHAL PRADESH,2007,Car (Private),112,24,136
HIMACHAL PRADESH,2007,Three Wheeler,0,0,0
HIMACHAL PRADESH,2007,Two Wheeler,104,8,112
HIMACHAL PRADESH,2007,Bicycle,3,0,3
HIMACHAL PRADESH,2007,Pedestrian,15,1,16
HIMACHAL PRADESH,2007,Others (Please Specify),165,13,178
HIMACHAL PRADESH,2007,Total Deaths (Persons),881,116,997
HIMACHAL PRADESH,2007,Total Truck/Lorry,154,8,162
HIMACHAL PRADESH,2007,Total Bus,133,37,170
HIMACHAL PRADESH,2007,Total Tempo/Vans,38,4,42
HIMACHAL PRADESH,2007,Total Jeep,153,21,174
HIMACHAL PRADESH,2007,Total Car,116,24,140
HIMACHAL PRADESH,2008,Truck/Lorry (Government),0,0,0
HIMACHAL PRADESH,2008,Truck/Lorry (Private),110,7,117
HIMACHAL PRADESH,2008,Bus (Government),27,5,32
HIMACHAL PRADESH,2008,Bus (Private),88,17,105
HIMACHAL PRADESH,2008,Tempo/Vans (Government),0,0,0
HIMACHAL PRADESH,2008,Tempo/Vans (Private),42,7,49
HIMACHAL PRADESH,2008,Jeep (Government),23,2,25
HIMACHAL PRADESH,2008,Jeep (Private),90,13,103
HIMACHAL PRADESH,2008,Car (Government),0,0,0
HIMACHAL PRADESH,2008,Car (Private),103,13,116
HIMACHAL PRADESH,2008,Three Wheeler,3,1,4
HIMACHAL PRADESH,2008,Two Wheeler,87,7,94
HIMACHAL PRADESH,2008,Bicycle,2,0,2
HIMACHAL PRADESH,2008,Pedestrian,34,9,43
HIMACHAL PRADESH,2008,Others (Please Specify),103,5,108
HIMACHAL PRADESH,2008,Total Deaths (Persons),712,86,798
HIMACHAL PRADESH,2008,Total Truck/Lorry,110,7,117
HIMACHAL PRADESH,2008,Total Bus,115,22,137
HIMACHAL PRADESH,2008,Total Tempo/Vans,42,7,49
HIMACHAL PRADESH,2008,Total Jeep,113,15,128
HIMACHAL PRADESH,2008,Total Car,103,13,116
HIMACHAL PRADESH,2009,Truck/Lorry (Government),1,0,1
HIMACHAL PRADESH,2009,Truck/Lorry (Private),177,11,188
HIMACHAL PRADESH,2009,Bus (Government),24,6,30
HIMACHAL PRADESH,2009,Bus (Private),137,63,200
HIMACHAL PRADESH,2009,Tempo/Vans (Government),2,0,2
HIMACHAL PRADESH,2009,Tempo/Vans (Private),75,13,88
HIMACHAL PRADESH,2009,Jeep (Government),0,0,0
HIMACHAL PRADESH,2009,Jeep (Private),137,20,157
HIMACHAL PRADESH,2009,Car (Government),0,0,0
HIMACHAL PRADESH,2009,Car (Private),152,23,175
HIMACHAL PRADESH,2009,Three Wheeler,2,0,2
HIMACHAL PRADESH,2009,Two Wheeler,108,21,129
HIMACHAL PRADESH,2009,Bicycle,1,0,1
HIMACHAL PRADESH,2009,Pedestrian,22,4,26
HIMACHAL PRADESH,2009,Others (Please Specify),102,11,113
HIMACHAL PRADESH,2009,Total Deaths (Persons),940,172,1112
HIMACHAL PRADESH,2009,Total Truck/Lorry,178,11,189
HIMACHAL PRADESH,2009,Total Bus,161,69,230
HIMACHAL PRADESH,2009,Total Tempo/Vans,77,13,90
HIMACHAL PRADESH,2009,Total Jeep,137,20,157
HIMACHAL PRADESH,2009,Total Car,152,23,175
HIMACHAL PRADESH,2010,Truck/Lorry (Government),0,0,0
HIMACHAL PRADESH,2010,Truck/Lorry (Private),185,45,230
HIMACHAL PRADESH,2010,Bus (Government),31,4,35
HIMACHAL PRADESH,2010,Bus (Private),76,15,91
HIMACHAL PRADESH,2010,Tempo/Vans (Government),0,0,0
HIMACHAL PRADESH,2010,Tempo/Vans (Private),96,11,107
HIMACHAL PRADESH,2010,Jeep (Government),2,0,2
HIMACHAL PRADESH,2010,Jeep (Private),80,15,95
HIMACHAL PRADESH,2010,Car (Government),0,0,0
HIMACHAL PRADESH,2010,Car (Private),196,33,229
HIMACHAL PRADESH,2010,Three Wheeler,8,1,9
HIMACHAL PRADESH,2010,Two Wheeler,120,14,134
HIMACHAL PRADESH,2010,Bicycle,0,0,0
HIMACHAL PRADESH,2010,Pedestrian,17,3,20
HIMACHAL PRADESH,2010,Others (Please Specify),131,16,147
HIMACHAL PRADESH,2010,Total Deaths (Persons),942,157,1099
HIMACHAL PRADESH,2010,Total Truck/Lorry,185,45,230
HIMACHAL PRADESH,2010,Total Bus,107,19,126
HIMACHAL PRADESH,2010,Total Tempo/Vans,96,11,107
HIMACHAL PRADESH,2010,Total Jeep,82,15,97
HIMACHAL PRADESH,2010,Total Car,196,33,229
HIMACHAL PRADESH,2011,Truck/Lorry (Government),3,0,3
HIMACHAL PRADESH,2011,Truck/Lorry (Private),132,16,148
HIMACHAL PRADESH,2011,Bus (Government),47,10,57
HIMACHAL PRADESH,2011,Bus (Private),60,20,80
HIMACHAL PRADESH,2011,Tempo/Vans (Government),1,0,1
HIMACHAL PRADESH,2011,Tempo/Vans (Private),65,6,71
HIMACHAL PRADESH,2011,Jeep (Government),0,0,0
HIMACHAL PRADESH,2011,Jeep (Private),115,16,131
HIMACHAL PRADESH,2011,Car (Government),0,0,0
HIMACHAL PRADESH,2011,Car (Private),236,43,279
HIMACHAL PRADESH,2011,Three Wheeler,4,4,8
HIMACHAL PRADESH,2011,Two Wheeler,130,17,147
HIMACHAL PRADESH,2011,Bicycle,0,0,0
HIMACHAL PRADESH,2011,Pedestrian,19,4,23
HIMACHAL PRADESH,2011,Others (Please Specify),114,21,135
HIMACHAL PRADESH,2011,Total Deaths (Persons),926,157,1083
HIMACHAL PRADESH,2011,Total Truck/Lorry,135,16,151
HIMACHAL PRADESH,2011,Total Bus,107,30,137
HIMACHAL PRADESH,2011,Total Tempo/Vans,66,6,72
HIMACHAL PRADESH,2011,Total Jeep,115,16,131
HIMACHAL PRADESH,2011,Total Car,236,43,279
HIMACHAL PRADESH,2012,Truck/Lorry (Government),20,0,20
HIMACHAL PRADESH,2012,Truck/Lorry (Private),105,10,115
HIMACHAL PRADESH,2012,Bus (Government),63,12,75
HIMACHAL PRADESH,2012,Bus (Private),78,35,113
HIMACHAL PRADESH,2012,Tempo/Vans (Government),1,1,2
HIMACHAL PRADESH,2012,Tempo/Vans (Private),33,3,36
HIMACHAL PRADESH,2012,Jeep (Government),0,0,0
HIMACHAL PRADESH,2012,Jeep (Private),94,20,114
HIMACHAL PRADESH,2012,Car (Government),0,0,0
HIMACHAL PRADESH,2012,Car (Private),272,39,311
HIMACHAL PRADESH,2012,Three Wheeler,8,0,8
HIMACHAL PRADESH,2012,Two Wheeler,157,21,178
HIMACHAL PRADESH,2012,Bicycle,0,0,0
HIMACHAL PRADESH,2012,Pedestrian,15,2,17
HIMACHAL PRADESH,2012,Others (Please Specify),110,10,120
HIMACHAL PRADESH,2012,Total Deaths (Persons),956,153,1109
HIMACHAL PRADESH,2012,Total Truck/Lorry,125,10,135
HIMACHAL PRADESH,2012,Total Bus,141,47,188
HIMACHAL PRADESH,2012,Total Tempo/Vans,34,4,38
HIMACHAL PRADESH,2012,Total Jeep,94,20,114
HIMACHAL PRADESH,2012,Total Car,272,39,311
JAMMU & KASHMIR,2001,Truck/Lorry (Government),35,1,36
JAMMU & KASHMIR,2001,Truck/Lorry (Private),154,13,167
JAMMU & KASHMIR,2001,Bus (Government),11,8,19
JAMMU & KASHMIR,2001,Bus (Private),197,46,243
JAMMU & KASHMIR,2001,Tempo/Vans (Government),0,1,1
JAMMU & KASHMIR,2001,Tempo/Vans (Private),90,9,99
JAMMU & KASHMIR,2001,Jeep (Government),6,0,6
JAMMU & KASHMIR,2001,Jeep (Private),28,2,30
JAMMU & KASHMIR,2001,Car (Government),3,3,6
JAMMU & KASHMIR,2001,Car (Private),37,13,50
JAMMU & KASHMIR,2001,Three Wheeler,4,2,6
JAMMU & KASHMIR,2001,Two Wheeler,43,6,49
JAMMU & KASHMIR,2001,Bicycle,31,11,42
JAMMU & KASHMIR,2001,Pedestrian,0,0,0
JAMMU & KASHMIR,2001,Others (Please Specify),158,33,191
JAMMU & KASHMIR,2001,Total Deaths (Persons),797,148,945
JAMMU & KASHMIR,2001,Total Truck/Lorry,189,14,203
JAMMU & KASHMIR,2001,Total Bus,208,54,262
JAMMU & KASHMIR,2001,Total Tempo/Vans,90,10,100
JAMMU & KASHMIR,2001,Total Jeep,34,2,36
JAMMU & KASHMIR,2001,Total Car,40,16,56
JAMMU & KASHMIR,2002,Truck/Lorry (Government),28,1,29
JAMMU & KASHMIR,2002,Truck/Lorry (Private),152,21,173
JAMMU & KASHMIR,2002,Bus (Government),15,7,22
JAMMU & KASHMIR,2002,Bus (Private),136,35,171
JAMMU & KASHMIR,2002,Tempo/Vans (Government),12,0,12
JAMMU & KASHMIR,2002,Tempo/Vans (Private),41,17,58
JAMMU & KASHMIR,2002,Jeep (Government),1,1,2
JAMMU & KASHMIR,2002,Jeep (Private),18,4,22
JAMMU & KASHMIR,2002,Car (Government),0,1,1
JAMMU & KASHMIR,2002,Car (Private),77,17,94
JAMMU & KASHMIR,2002,Three Wheeler,7,4,11
JAMMU & KASHMIR,2002,Two Wheeler,49,6,55
JAMMU & KASHMIR,2002,Bicycle,1,0,1
JAMMU & KASHMIR,2002,Pedestrian,28,6,34
JAMMU & KASHMIR,2002,Others (Please Specify),184,19,203
JAMMU & KASHMIR,2002,Total Deaths (Persons),749,139,888
JAMMU & KASHMIR,2002,Total Truck/Lorry,180,22,202
JAMMU & KASHMIR,2002,Total Bus,151,42,193
JAMMU & KASHMIR,2002,Total Tempo/Vans,53,17,70
JAMMU & KASHMIR,2002,Total Jeep,19,5,24
JAMMU & KASHMIR,2002,Total Car,77,18,95
JAMMU & KASHMIR,2003,Truck/Lorry (Government),35,2,37
JAMMU & KASHMIR,2003,Truck/Lorry (Private),152,15,167
JAMMU & KASHMIR,2003,Bus (Government),5,0,5
JAMMU & KASHMIR,2003,Bus (Private),138,43,181
JAMMU & KASHMIR,2003,Tempo/Vans (Government),4,1,5
JAMMU & KASHMIR,2003,Tempo/Vans (Private),49,9,58
JAMMU & KASHMIR,2003,Jeep (Government),0,0,0
JAMMU & KASHMIR,2003,Jeep (Private),11,4,15
JAMMU & KASHMIR,2003,Car (Government),1,0,1
JAMMU & KASHMIR,2003,Car (Private),32,14,46
JAMMU & KASHMIR,2003,Three Wheeler,4,0,4
JAMMU & KASHMIR,2003,Two Wheeler,64,14,78
JAMMU & KASHMIR,2003,Bicycle,2,0,2
JAMMU & KASHMIR,2003,Pedestrian,40,8,48
JAMMU & KASHMIR,2003,Others (Please Specify),177,31,208
JAMMU & KASHMIR,2003,Total Deaths (Persons),714,141,855
JAMMU & KASHMIR,2003,Total Truck/Lorry,187,17,204
JAMMU & KASHMIR,2003,Total Bus,143,43,186
JAMMU & KASHMIR,2003,Total Tempo/Vans,53,10,63
JAMMU & KASHMIR,2003,Total Jeep,11,4,15
JAMMU & KASHMIR,2003,Total Car,33,14,47
JAMMU & KASHMIR,2004,Truck/Lorry (Government),26,3,29
JAMMU & KASHMIR,2004,Truck/Lorry (Private),132,17,149
JAMMU & KASHMIR,2004,Bus (Government),1,0,1
JAMMU & KASHMIR,2004,Bus (Private),201,63,264
JAMMU & KASHMIR,2004,Tempo/Vans (Government),0,0,0
JAMMU & KASHMIR,2004,Tempo/Vans (Private),59,9,68
JAMMU & KASHMIR,2004,Jeep (Government),8,2,10
JAMMU & KASHMIR,2004,Jeep (Private),28,11,39
JAMMU & KASHMIR,2004,Car (Government),3,0,3
JAMMU & KASHMIR,2004,Car (Private),34,13,47
JAMMU & KASHMIR,2004,Three Wheeler,7,4,11
JAMMU & KASHMIR,2004,Two Wheeler,64,13,77
JAMMU & KASHMIR,2004,Bicycle,6,2,8
JAMMU & KASHMIR,2004,Pedestrian,20,4,24
JAMMU & KASHMIR,2004,Others (Please Specify),225,14,239
JAMMU & KASHMIR,2004,Total Deaths (Persons),814,155,969
JAMMU & KASHMIR,2004,Total Truck/Lorry,158,20,178
JAMMU & KASHMIR,2004,Total Bus,202,63,265
JAMMU & KASHMIR,2004,Total Tempo/Vans,59,9,68
JAMMU & KASHMIR,2004,Total Jeep,36,13,49
JAMMU & KASHMIR,2004,Total Car,37,13,50
JAMMU & KASHMIR,2005,Truck/Lorry (Government),47,1,48
JAMMU & KASHMIR,2005,Truck/Lorry (Private),135,14,149
JAMMU & KASHMIR,2005,Bus (Government),9,0,9
JAMMU & KASHMIR,2005,Bus (Private),194,28,222
JAMMU & KASHMIR,2005,Tempo/Vans (Government),0,0,0
JAMMU & KASHMIR,2005,Tempo/Vans (Private),61,9,70
JAMMU & KASHMIR,2005,Jeep (Government),0,0,0
JAMMU & KASHMIR,2005,Jeep (Private),23,4,27
JAMMU & KASHMIR,2005,Car (Government),6,1,7
JAMMU & KASHMIR,2005,Car (Private),48,16,64
JAMMU & KASHMIR,2005,Three Wheeler,14,2,16
JAMMU & KASHMIR,2005,Two Wheeler,61,8,69
JAMMU & KASHMIR,2005,Bicycle,0,0,0
JAMMU & KASHMIR,2005,Pedestrian,11,6,17
JAMMU & KASHMIR,2005,Others (Please Specify),124,35,159
JAMMU & KASHMIR,2005,Total Deaths (Persons),733,124,857
JAMMU & KASHMIR,2005,Total Truck/Lorry,182,15,197
JAMMU & KASHMIR,2005,Total Bus,203,28,231
JAMMU & KASHMIR,2005,Total Tempo/Vans,61,9,70
JAMMU & KASHMIR,2005,Total Jeep,23,4,27
JAMMU & KASHMIR,2005,Total Car,54,17,71
JAMMU & KASHMIR,2006,Truck/Lorry (Government),19,4,23
JAMMU & KASHMIR,2006,Truck/Lorry (Private),144,29,173
JAMMU & KASHMIR,2006,Bus (Government),21,6,27
JAMMU & KASHMIR,2006,Bus (Private),246,69,315
JAMMU & KASHMIR,2006,Tempo/Vans (Government),1,0,1
JAMMU & KASHMIR,2006,Tempo/Vans (Private),72,7,79
JAMMU & KASHMIR,2006,Jeep (Government),4,1,5
JAMMU & KASHMIR,2006,Jeep (Private),4,2,6
JAMMU & KASHMIR,2006,Car (Government),5,2,7
JAMMU & KASHMIR,2006,Car (Private),86,21,107
JAMMU & KASHMIR,2006,Three Wheeler,35,10,45
JAMMU & KASHMIR,2006,Two Wheeler,77,16,93
JAMMU & KASHMIR,2006,Bicycle,12,1,13
JAMMU & KASHMIR,2006,Pedestrian,23,3,26
JAMMU & KASHMIR,2006,Others (Please Specify),130,42,172
JAMMU & KASHMIR,2006,Total Deaths (Persons),879,213,1092
JAMMU & KASHMIR,2006,Total Truck/Lorry,163,33,196
JAMMU & KASHMIR,2006,Total Bus,267,75,342
JAMMU & KASHMIR,2006,Total Tempo/Vans,73,7,80
JAMMU & KASHMIR,2006,Total Jeep,8,3,11
JAMMU & KASHMIR,2006,Total Car,91,23,114
JAMMU & KASHMIR,2007,Truck/Lorry (Government),10,3,13
JAMMU & KASHMIR,2007,Truck/Lorry (Private),133,18,151
JAMMU & KASHMIR,2007,Bus (Government),8,1,9
JAMMU & KASHMIR,2007,Bus (Private),153,49,202
JAMMU & KASHMIR,2007,Tempo/Vans (Government),12,2,14
JAMMU & KASHMIR,2007,Tempo/Vans (Private),78,12,90
JAMMU & KASHMIR,2007,Jeep (Government),2,0,2
JAMMU & KASHMIR,2007,Jeep (Private),14,0,14
JAMMU & KASHMIR,2007,Car (Government),11,0,11
JAMMU & KASHMIR,2007,Car (Private),100,24,124
JAMMU & KASHMIR,2007,Three Wheeler,9,1,10
JAMMU & KASHMIR,2007,Two Wheeler,84,15,99
JAMMU & KASHMIR,2007,Bicycle,1,0,1
JAMMU & KASHMIR,2007,Pedestrian,46,5,51
JAMMU & KASHMIR,2007,Others (Please Specify),135,26,161
JAMMU & KASHMIR,2007,Total Deaths (Persons),796,156,952
JAMMU & KASHMIR,2007,Total Truck/Lorry,143,21,164
JAMMU & KASHMIR,2007,Total Bus,161,50,211
JAMMU & KASHMIR,2007,Total Tempo/Vans,90,14,104
JAMMU & KASHMIR,2007,Total Jeep,16,0,16
JAMMU & KASHMIR,2007,Total Car,111,24,135
JAMMU & KASHMIR,2008,Truck/Lorry (Government),11,0,11
JAMMU & KASHMIR,2008,Truck/Lorry (Private),143,21,164
JAMMU & KASHMIR,2008,Bus (Government),24,5,29
JAMMU & KASHMIR,2008,Bus (Private),106,42,148
JAMMU & KASHMIR,2008,Tempo/Vans (Government),0,0,0
JAMMU & KASHMIR,2008,Tempo/Vans (Private),45,7,52
JAMMU & KASHMIR,2008,Jeep (Government),12,4,16
JAMMU & KASHMIR,2008,Jeep (Private),22,4,26
JAMMU & KASHMIR,2008,Car (Government),6,0,6
JAMMU & KASHMIR,2008,Car (Private),73,22,95
JAMMU & KASHMIR,2008,Three Wheeler,12,1,13
JAMMU & KASHMIR,2008,Two Wheeler,120,25,145
JAMMU & KASHMIR,2008,Bicycle,2,0,2
JAMMU & KASHMIR,2008,Pedestrian,2,3,5
JAMMU & KASHMIR,2008,Others (Please Specify),225,44,269
JAMMU & KASHMIR,2008,Total Deaths (Persons),803,178,981
JAMMU & KASHMIR,2008,Total Truck/Lorry,154,21,175
JAMMU & KASHMIR,2008,Total Bus,130,47,177
JAMMU & KASHMIR,2008,Total Tempo/Vans,45,7,52
JAMMU & KASHMIR,2008,Total Jeep,34,8,42
JAMMU & KASHMIR,2008,Total Car,79,22,101
JAMMU & KASHMIR,2009,Truck/Lorry (Government),4,1,5
JAMMU & KASHMIR,2009,Truck/Lorry (Private),207,17,224
JAMMU & KASHMIR,2009,Bus (Government),12,0,12
JAMMU & KASHMIR,2009,Bus (Private),185,56,241
JAMMU & KASHMIR,2009,Tempo/Vans (Government),0,0,0
JAMMU & KASHMIR,2009,Tempo/Vans (Private),66,17,83
JAMMU & KASHMIR,2009,Jeep (Government),6,1,7
JAMMU & KASHMIR,2009,Jeep (Private),15,11,26
JAMMU & KASHMIR,2009,Car (Government),7,1,8
JAMMU & KASHMIR,2009,Car (Private),100,17,117
JAMMU & KASHMIR,2009,Three Wheeler,23,5,28
JAMMU & KASHMIR,2009,Two Wheeler,118,15,133
JAMMU & KASHMIR,2009,Bicycle,11,5,16
JAMMU & KASHMIR,2009,Pedestrian,47,15,62
JAMMU & KASHMIR,2009,Others (Please Specify),174,35,209
JAMMU & KASHMIR,2009,Total Deaths (Persons),975,196,1171
JAMMU & KASHMIR,2009,Total Truck/Lorry,211,18,229
JAMMU & KASHMIR,2009,Total Bus,197,56,253
JAMMU & KASHMIR,2009,Total Tempo/Vans,66,17,83
JAMMU & KASHMIR,2009,Total Jeep,21,12,33
JAMMU & KASHMIR,2009,Total Car,107,18,125
JAMMU & KASHMIR,2010,Truck/Lorry (Government),7,0,7
JAMMU & KASHMIR,2010,Truck/Lorry (Private),187,17,204
JAMMU & KASHMIR,2010,Bus (Government),4,1,5
JAMMU & KASHMIR,2010,Bus (Private),110,24,134
JAMMU & KASHMIR,2010,Tempo/Vans (Government),2,1,3
JAMMU & KASHMIR,2010,Tempo/Vans (Private),53,23,76
JAMMU & KASHMIR,2010,Jeep (Government),2,0,2
JAMMU & KASHMIR,2010,Jeep (Private),11,3,14
JAMMU & KASHMIR,2010,Car (Government),5,2,7
JAMMU & KASHMIR,2010,Car (Private),109,19,128
JAMMU & KASHMIR,2010,Three Wheeler,14,6,20
JAMMU & KASHMIR,2010,Two Wheeler,121,20,141
JAMMU & KASHMIR,2010,Bicycle,5,1,6
JAMMU & KASHMIR,2010,Pedestrian,28,9,37
JAMMU & KASHMIR,2010,Others (Please Specify),211,34,245
JAMMU & KASHMIR,2010,Total Deaths (Persons),869,160,1029
JAMMU & KASHMIR,2010,Total Truck/Lorry,194,17,211
JAMMU & KASHMIR,2010,Total Bus,114,25,139
JAMMU & KASHMIR,2010,Total Tempo/Vans,55,24,79
JAMMU & KASHMIR,2010,Total Jeep,13,3,16
JAMMU & KASHMIR,2010,Total Car,114,21,135
JAMMU & KASHMIR,2011,Truck/Lorry (Government),4,0,4
JAMMU & KASHMIR,2011,Truck/Lorry (Private),162,13,175
JAMMU & KASHMIR,2011,Bus (Government),2,0,2
JAMMU & KASHMIR,2011,Bus (Private),146,30,176
JAMMU & KASHMIR,2011,Tempo/Vans (Government),4,0,4
JAMMU & KASHMIR,2011,Tempo/Vans (Private),60,14,74
JAMMU & KASHMIR,2011,Jeep (Government),3,0,3
JAMMU & KASHMIR,2011,Jeep (Private),15,0,15
JAMMU & KASHMIR,2011,Car (Government),4,0,4
JAMMU & KASHMIR,2011,Car (Private),84,23,107
JAMMU & KASHMIR,2011,Three Wheeler,13,1,14
JAMMU & KASHMIR,2011,Two Wheeler,122,24,146
JAMMU & KASHMIR,2011,Bicycle,5,0,5
JAMMU & KASHMIR,2011,Pedestrian,63,11,74
JAMMU & KASHMIR,2011,Others (Please Specify),299,38,337
JAMMU & KASHMIR,2011,Total Deaths (Persons),986,154,1140
JAMMU & KASHMIR,2011,Total Truck/Lorry,166,13,179
JAMMU & KASHMIR,2011,Total Bus,148,30,178
JAMMU & KASHMIR,2011,Total Tempo/Vans,64,14,78
JAMMU & KASHMIR,2011,Total Jeep,18,0,18
JAMMU & KASHMIR,2011,Total Car,88,23,111
JAMMU & KASHMIR,2012,Truck/Lorry (Government),8,3,11
JAMMU & KASHMIR,2012,Truck/Lorry (Private),195,22,217
JAMMU & KASHMIR,2012,Bus (Government),21,6,27
JAMMU & KASHMIR,2012,Bus (Private),97,33,130
JAMMU & KASHMIR,2012,Tempo/Vans (Government),6,4,10
JAMMU & KASHMIR,2012,Tempo/Vans (Private),147,24,171
JAMMU & KASHMIR,2012,Jeep (Government),2,2,4
JAMMU & KASHMIR,2012,Jeep (Private),50,10,60
JAMMU & KASHMIR,2012,Car (Government),7,1,8
JAMMU & KASHMIR,2012,Car (Private),143,33,176
JAMMU & KASHMIR,2012,Three Wheeler,8,0,8
JAMMU & KASHMIR,2012,Two Wheeler,143,22,165
JAMMU & KASHMIR,2012,Bicycle,7,4,11
JAMMU & KASHMIR,2012,Pedestrian,47,7,54
JAMMU & KASHMIR,2012,Others (Please Specify),318,56,374
JAMMU & KASHMIR,2012,Total Deaths (Persons),1199,227,1426
JAMMU & KASHMIR,2012,Total Truck/Lorry,203,25,228
JAMMU & KASHMIR,2012,Total Bus,118,39,157
JAMMU & KASHMIR,2012,Total Tempo/Vans,153,28,181
JAMMU & KASHMIR,2012,Total Jeep,52,12,64
JAMMU & KASHMIR,2012,Total Car,150,34,184
JHARKHAND,2001,Truck/Lorry (Government),0,0,0
JHARKHAND,2001,Truck/Lorry (Private),10,0,10
JHARKHAND,2001,Bus (Government),1,0,1
JHARKHAND,2001,Bus (Private),142,27,169
JHARKHAND,2001,Tempo/Vans (Government),0,0,0
JHARKHAND,2001,Tempo/Vans (Private),9,2,11
JHARKHAND,2001,Jeep (Government),0,0,0
JHARKHAND,2001,Jeep (Private),52,9,61
JHARKHAND,2001,Car (Government),3,3,6
JHARKHAND,2001,Car (Private),19,4,23
JHARKHAND,2001,Three Wheeler,9,0,9
JHARKHAND,2001,Two Wheeler,31,2,33
JHARKHAND,2001,Bicycle,1,0,1
JHARKHAND,2001,Pedestrian,31,12,43
JHARKHAND,2001,Others (Please Specify),132,18,150
JHARKHAND,2001,Total Deaths (Persons),440,77,517
JHARKHAND,2001,Total Truck/Lorry,10,0,10
JHARKHAND,2001,Total Bus,143,27,170
JHARKHAND,2001,Total Tempo/Vans,9,2,11
JHARKHAND,2001,Total Jeep,52,9,61
JHARKHAND,2001,Total Car,22,7,29
JHARKHAND,2002,Truck/Lorry (Government),0,0,0
JHARKHAND,2002,Truck/Lorry (Private),12,0,12
JHARKHAND,2002,Bus (Government),2,0,2
JHARKHAND,2002,Bus (Private),140,40,180
JHARKHAND,2002,Tempo/Vans (Government),0,0,0
JHARKHAND,2002,Tempo/Vans (Private),8,20,28
JHARKHAND,2002,Jeep (Government),0,0,0
JHARKHAND,2002,Jeep (Private),56,20,76
JHARKHAND,2002,Car (Government),4,2,6
JHARKHAND,2002,Car (Private),20,6,26
JHARKHAND,2002,Three Wheeler,10,2,12
JHARKHAND,2002,Two Wheeler,35,4,39
JHARKHAND,2002,Bicycle,2,1,3
JHARKHAND,2002,Pedestrian,25,25,50
JHARKHAND,2002,Others (Please Specify),16,4,20
JHARKHAND,2002,Total Deaths (Persons),330,124,454
JHARKHAND,2002,Total Truck/Lorry,12,0,12
JHARKHAND,2002,Total Bus,142,40,182
JHARKHAND,2002,Total Tempo/Vans,8,20,28
JHARKHAND,2002,Total Jeep,56,20,76
JHARKHAND,2002,Total Car,24,8,32
JHARKHAND,2003,Truck/Lorry (Government),0,0,0
JHARKHAND,2003,Truck/Lorry (Private),14,0,14
JHARKHAND,2003,Bus (Government),3,0,3
JHARKHAND,2003,Bus (Private),140,40,180
JHARKHAND,2003,Tempo/Vans (Government),0,0,0
JHARKHAND,2003,Tempo/Vans (Private),7,20,27
JHARKHAND,2003,Jeep (Government),0,0,0
JHARKHAND,2003,Jeep (Private),51,20,71
JHARKHAND,2003,Car (Government),5,2,7
JHARKHAND,2003,Car (Private),21,6,27
JHARKHAND,2003,Three Wheeler,11,2,13
JHARKHAND,2003,Two Wheeler,36,4,40
JHARKHAND,2003,Bicycle,3,1,4
JHARKHAND,2003,Pedestrian,22,25,47
JHARKHAND,2003,Others (Please Specify),17,4,21
JHARKHAND,2003,Total Deaths (Persons),330,124,454
JHARKHAND,2003,Total Truck/Lorry,14,0,14
JHARKHAND,2003,Total Bus,143,40,183
JHARKHAND,2003,Total Tempo/Vans,7,20,27
JHARKHAND,2003,Total Jeep,51,20,71
JHARKHAND,2003,Total Car,26,8,34
JHARKHAND,2004,Truck/Lorry (Government),0,0,0
JHARKHAND,2004,Truck/Lorry (Private),15,13,28
JHARKHAND,2004,Bus (Government),0,0,0
JHARKHAND,2004,Bus (Private),176,26,202
